temperature,field,age,sampleSize,length,seed,energy1,magnet1,energy2,magnet2,agingPerf,samplingPerf,name
2.3499999999999988,0,20000,10000,32,46154536,-1321.6184,-27.4542,1756555.776,246533.7012,12491488.69722524,6735460.305960026,C
2.3499999999999988,0,20000,10000,32,183430401,-1313.8876,-245.5054,1734684.1744,235883.6812,12513190.069083823,6714218.330846683,C
2.3499999999999988,0,20000,10000,32,2689734993,-1314.5504,-76.1004,1736590.4544,225081.7432,12564839.000621079,6737941.340087119,C
2.3499999999999988,0,20000,10000,32,988486216,-1306.0832,307.1504,1715046.9056,217708.2632,12367380.206109216,6748474.3476673905,C
2.3499999999999988,0,20000,10000,32,3439750431,-1326.684,68.8222,1769559.184,272648.2452,12523070.312837135,6718675.864830788,C
2.3499999999999988,0,20000,10000,32,884935879,-1329.6532,57.5762,1777657.1184,263039.3828,12556915.261372939,6742934.302439312,C
2.3999999999999986,0,20000,10000,32,4067507420,-1228.822,36.677,1516371.72,108520.7724,12453739.719787274,6739432.107118715,C
2.3999999999999986,0,20000,10000,32,207657462,-1239.2944,185.2488,1542890.9696,140944.3456,12446312.50479962,6717259.399855613,C
2.3999999999999986,0,20000,10000,32,196239418,-1246.3324,77.572,1560974.52,143576.2976,12486560.625548018,6737699.284857192,C
2.3999999999999986,0,20000,10000,32,587260800,-1247.0364,33.6712,1562841.2784,162596.2,12367380.206109216,6632262.99477908,C
2.3999999999999986,0,20000,10000,32,220910756,-1231.1548,-25.9838,1522636.92,113884.134,12412637.045082059,6622515.144011119,C
2.3999999999999986,0,20000,10000,32,3581529212,-1239.3496,30.1606,1543161.1328,137893.9948,12422096.796491822,6742327.7706743395,C
2.4499999999999984,0,20000,10000,32,4152653670,-1174.998,3.2954,1387061.7904,74237.8692,12397939.345759079,6677862.284172801,C
2.4499999999999984,0,20000,10000,32,196257427,-1179.7012,-73.4582,1397996.792,84498.5268,12393732.08846797,6694397.262742208,C
2.4499999999999984,0,20000,10000,32,235761110,-1172.508,-58.7056,1380399.0272,67368.5408,12464029.020078992,6696328.164050844,C
2.4499999999999984,0,20000,10000,32,3430883546,-1177.3444,54.3402,1392932.3952,88282.9028,12336524.853475723,6649942.791476798,C
2.4499999999999984,0,20000,10000,32,3719268769,-1182.9616,12.5008,1405862.8928,92784.6712,12124411.512717461,6652172.6610504035,C
2.4499999999999984,0,20000,10000,32,4121477310,-1180.6936,-5.2006,1400369.7376,93889.4596,12435915.591485025,6681296.607648875,C
2.4999999999999982,0,20000,10000,32,3205401478,-1136.6372,-25.9838,1297779.1856,64123.8988,12042051.039058879,6576857.242828759,C
2.4999999999999982,0,20000,10000,32,3287771638,-1134.6712,-26.9552,1293310.9216,60232.6792,12082251.349874845,6577686.198944438,C
2.4999999999999982,0,20000,10000,32,3493354908,-1135.8264,-15.4408,1295959.7696,62900.2232,12395488.342668742,6771508.328309188,C
2.4999999999999982,0,20000,10000,32,1940633979,-1132.2964,-85.1682,1287628.776,56767.3868,12023550.370101416,6518872.9959056005,C
2.4999999999999982,0,20000,10000,32,1112239578,-1144.3416,121.1836,1315546.3776,81973.7408,12053071.230124207,6521544.562531612,C
2.4999999999999982,0,20000,10000,32,3035373534,-1127.002,11.5256,1275694.6512,52680.6744,12135226.43176984,6538425.218570791,C
2.549999999999998,0,20000,10000,32,3257023249,-1093.7336,6.1046,1201498.4704,54509.5708,12258019.420047138,6596880.958645459,C
2.549999999999998,0,20000,10000,32,2848132145,-1088.6496,0.8196,1190323.9232,43398.248,11911674.045304643,6477542.056459561,C
2.549999999999998,0,20000,10000,32,3069834918,-1096.6484,23.758,1207840.0176,50725.5056,12236813.332900269,6581946.076364028,C
2.549999999999998,0,20000,10000,32,2152779683,-1091.2316,-4.8898,1196325.8768,49391.31,12234150.305443056,6599780.132681945,C
2.549999999999998,0,20000,10000,32,1059670,-1089.7456,-20.7976,1192517.3632,51016.0632,11938526.532778107,6517196.342998027,C
2.549999999999998,0,20000,10000,32,2073180815,-1094.7652,-7.8002,1203865.2912,50776.4628,12278491.738041602,6605223.46586942,C
2.599999999999998,0,20000,10000,32,3632015799,-1049.1892,-5.9954,1105655.0864,36480.1804,12328536.016104434,6688125.871643065,C
2.599999999999998,0,20000,10000,32,830729571,-1051.6112,-23.0048,1110615.8016,28137.1152,11663699.699402852,6491807.180220136,C
2.599999999999998,0,20000,10000,32,2998954908,-1044.9504,8.8532,1096564.6944,31164.576,11982729.382434161,6655657.958251738,C
2.599999999999998,0,20000,10000,32,1586878374,-1052.7876,49.1176,1113164.4976,36352.4576,12311781.091138832,6642169.010233503,C
2.599999999999998,0,20000,10000,32,502144917,-1055.5564,-48.705,1119350.2704,40542.5788,11883751.66394542,6621206.298934864,C
2.599999999999998,0,20000,10000,32,1208519675,-1053.368,15.282,1114385.6096,35395.7992,12324913.290202983,6652808.421977453,C
2.6499999999999977,0,20000,10000,32,2336543951,-1020.9568,-22.8904,1046935.1808,29851.0368,12252557.212318037,6672753.697852304,C
2.6499999999999977,0,20000,10000,32,3937798595,-1016.614,-13.0496,1038099.128,28540.3728,11843787.923160117,6680764.503046887,C
2.6499999999999977,0,20000,10000,32,1894695525,-1022.2596,19.5048,1049848.1648,34085.684,12242369.684754442,6671247.722322382,C
2.6499999999999977,0,20000,10000,32,2672523598,-1019.4912,29.4612,1044129.0112,29617.1048,12256557.225288367,6675262.401978193,C
2.6499999999999977,0,20000,10000,32,1388434254,-1018.4312,1.214,1041630.6048,27034.5448,11813936.634457514,6680289.629700716,C
2.6499999999999977,0,20000,10000,32,1485055041,-1017.798,-4.8192,1040412.0752,27531.4936,12258085.891734734,6669827.3596382765,C
2.6999999999999975,0,20000,10000,32,3009350347,-986.37,-9.5154,977202.7312,20854.7196,12268233.021078955,6674780.011873273,C
2.6999999999999975,0,20000,10000,32,2693647479,-986.1648,1.0366,976971.0528,23760.6796,11946519.505936032,6643727.656138456,C
2.6999999999999975,0,20000,10000,32,4166392653,-985.3288,26.946,975261.6352,23641.0288,12214752.9060384,6687165.769173161,C
2.6999999999999975,0,20000,10000,32,2920589719,-986.9332,14.6728,978531.1216,28566.716,12249782.514079513,6637506.689328631,C
2.6999999999999975,0,20000,10000,32,4292339912,-984.4196,1.514,973539.224,23784.2016,12038787.041625649,6704282.681558665,C
2.6999999999999975,0,20000,10000,32,574444523,-989.6128,-16.9106,983990.5984,25096.1196,12290933.903461492,6667074.345973654,C
2.7499999999999973,0,20000,10000,32,957082764,-957.452,18.9358,921083.5552,22816.322,12224734.443729077,6570249.189497373,C
2.7499999999999973,0,20000,10000,32,1639865438,-956.9032,-9.9334,919990.4544,22368.4708,11776383.81377872,6588241.144040296,C
2.7499999999999973,0,20000,10000,32,1891979542,-958.3172,-10.3226,922597.7648,21716.1524,12185057.958194293,6608148.279668196,C
2.7499999999999973,0,20000,10000,32,2390970104,-955.5184,-13.483,917046.1152,21035.2548,12026472.710899595,6584126.532698983,C
2.7499999999999973,0,20000,10000,32,627265033,-957.7344,8.6534,921587.5872,19996.966,11792356.561844312,6679239.3291535545,C
2.7499999999999973,0,20000,10000,32,3408339305,-958.8548,-0.2762,923652.6704,21784.3308,11844513.02823621,6441903.7042803215,C
2.799999999999997,0,20000,10000,32,1021101247,-931.5444,1.5668,871730.104,19345.8496,11988565.963992717,6626463.188212427,C
2.799999999999997,0,20000,10000,32,1275164581,-934.5928,-3.1154,877712.7808,18188.1604,12114541.80874448,6688506.031770256,C
2.799999999999997,0,20000,10000,32,1573331226,-927.1656,-1.0502,863675.3024,17489.5236,11966283.787247606,6987954.425499541,C
2.799999999999997,0,20000,10000,32,157369049,-926.424,-5.0938,862436.8064,17961.5164,12075107.730742447,6557827.725546331,C
2.799999999999997,0,20000,10000,32,2523204058,-928.9548,-14.3876,867036.8976,18883.1192,12057412.518524902,6524538.445774748,C
2.799999999999997,0,20000,10000,32,35807876,-930.3096,12.0914,869620.5568,18760.746,12083815.03716329,6526765.330227207,C
2.849999999999997,0,20000,10000,32,3032803505,-903.7328,-5.5862,820773.2768,14419.4636,11819886.39062504,6467385.301290596,C
2.849999999999997,0,20000,10000,32,1782044157,-904.9764,18.0168,822983.4096,15427.6136,12072175.282011816,6534791.136899515,C
2.849999999999997,0,20000,10000,32,3167760515,-906.9044,0.6226,826511.7328,14907.414,11850163.395546015,6620125.513603113,C
2.849999999999997,0,20000,10000,32,581467802,-903.9768,9.4268,821201.76,15840.9672,11614410.783879995,6401598.1849430585,C
2.849999999999997,0,20000,10000,32,198587745,-906.812,-1.862,826360.848,17684.008,12199358.913836934,6687647.8686015885,C
2.849999999999997,0,20000,10000,32,3594191797,-907.3504,1.8758,827261.2416,15668.4532,11973993.503606025,6901074.62520613,C
2.899999999999997,0,20000,10000,32,1992454456,-882.3024,11.3322,782268.4288,14704.7276,15626347.699980572,11267834.65461397,C
2.899999999999997,0,20000,10000,32,796700189,-880.3784,-0.321,778882.2592,14801.502,19609206.745618485,11409018.681447413,C
2.899999999999997,0,20000,10000,32,1040152171,-881.8368,0.107,781749.8656,16027.4924,20010983.04295056,11427085.714437747,C
2.899999999999997,0,20000,10000,32,342329097,-882.4728,-0.969,782627.6352,13942.654,19031842.557828218,11369557.086861694,C
2.899999999999997,0,20000,10000,32,53199412,-881.3928,-1.7476,780613.3568,14490.9352,19675348.75794693,11236998.330266137,C
2.899999999999997,0,20000,10000,32,3674275796,-880.8408,4.7932,779792.2272,13355.8896,19746640.15370773,11368016.315014234,C
2.9499999999999966,0,20000,10000,32,1144057579,-857.516,3.474,739277.1232,14185.8856,17172272.17079164,10566525.817946354,C
2.9499999999999966,0,20000,10000,32,2101169962,-857.5372,-0.4492,739178.0336,14297.1208,18937763.272188216,10741048.71446549,C
2.9499999999999966,0,20000,10000,32,1536438800,-859.0232,-8.253,741616.0896,12492.3004,19060305.561879452,10918795.816709265,C
2.9499999999999966,0,20000,10000,32,3757137364,-860.6116,7.2134,744432.312,12906.642,15915874.95919094,11231735.335936047,C
2.9499999999999966,0,20000,10000,32,3039227148,-857.9172,-8.428,739803.896,13082.2624,19840202.21916315,11290901.031278532,C
2.9499999999999966,0,20000,10000,32,939768029,-856.1116,6.7488,736627.3296,12043.4008,19941532.07848527,11310879.84830928,C
